#,Title (English),Title (Sindhi),Author (English),Author (Sindhi),Year,Publisher,Category,Language,Link,Thumbnail
6058,"Mehran Quarterly (Vol. 57, No. 1-2, 2007)",ٽماھي مھراڻ (جلد 57، نمبر 1-2، 2007),Nafees Ahmed Shaikh,نفيس احمد شيخ,2007,"Sindhi Adabi Board, Jamshoro.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/3367,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/64a505dfd6cc6.png
6059,"Mehran Quarterly (Vol. 42, No. 3-4, 1993)",ٽماھي مھراڻ (جلد 42، نمبر 3-4، 1993),Shamsher Al Hyderi,شمشير الحيدري,1993,"Sindhi Adabi Board, Jamshoro.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/3366,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/64a5052b24246.png
6060,"Mehran Quarterly (Vol. 42, No. 1-2, 1993)",ٽماھي مھراڻ (جلد 42، نمبر 1-2، 1993),Shamsher Al Hyderi,شمشير الحيدري,1993,"Sindhi Adabi Board, Jamshoro.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/3365,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/64a50430a8c7f.png
6061,"Mehran Quarterly (Vol. 34, No. 3, 1985)",ٽماھي مھراڻ (جلد 34، نمبر 3، 1985),Nafees Ahmed Shaikh,نفيس احمد شيخ,1985,"Sindhi Adabi Board, Hyderabad.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/3364,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/64a3fdc2b1024.png
6062,"Mehran Quarterly (Vol. 22, No. 4, 1973)",ٽماھي مھراڻ (جلد 22، نمبر 4، 1973),Ghulam Muhammad Girami,غلام محمد گرامي,1973,"Sindh Adabi Board, Hyderabad.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/3363,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/64a3fd5bd2bd9.png
6063,"Mehran Quarterly (Vol. 22, No. 3, 1973)",ٽماھي مھراڻ (جلد 22، نمبر 3، 1973),Ghulam Muhammad Girami,غلام محمد گرامي,1973,"Sindhi Adabi Board, Hyderabad.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/3362,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/64a3fb30d3c29.png
6064,"Mehran Quarterly (Vol. 22, No. 1-2, 1973)",ٽماھي مھراڻ (جلد 22، نمبر 1-2، 1973),Ghulam Muhammad Girami,غلام محمد گرامي,1973,"Sindhi Adabi Board, Hyderabad.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/3361,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/64a3fa9f896f0.png
6065,Naeen Duniya Monthly (1959 May),ماھوار نئين دنيا (1959 مئي),Uttam,اتم,1959,"Naeen Duniya Publications, Bombay.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/3360,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/64a3f6685756e.png
6066,Mohenjee Jan Koko (Novel),منھنجي جان ڪوڪو (ناول),Noor Rahoojo,نور راھوجو,2021,"Kanwal Publication, Kambar.",Fiction,Sindhi,https://lib.sindh.org/download/3359,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/64a3cba2a1337.png
6067,Safar Nama Aseer e Malta,سفرنامہ اسير مالٹا,Hussain Ahmed Madani,حسین احمد مدنی,Unknown,"Maktaba-E-Zakariyya, Lahore.",Travelogue,Urdu,https://lib.sindh.org/download/3358,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/64a3ca1be99f4.png
6068,"Naeen Dunya Publication ""Son Warni Dil"" (Sindh Forum Book No. 1)",نئين دنيا پبليڪشن ”سون ورني دل“ (سنڌ فورم جو پھريون ڪتاب),Aziz Sindhi,عزيز سنڌي,1978,"Sindh Forum, Shikarpur.",Poetry,Sindhi,https://lib.sindh.org/download/3357,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/64a3c46008412.png
6069,Shradh,شراڌ,Hasanand,ھاسانند,1936,"Hasanand Yamunmal, Larkano.",Religion,Sindhi,https://lib.sindh.org/download/3356,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/64a3c1795e993.png
6070,Hindu Qoum Bedar Theeu,ھندو قوم بيدار ٿيءُ,Mahashiya Gurudinamal Tahilsing,مھاشيہ گرؤڏنہ مل ٽھلسنگہ,1940,"Gurudinamal Tahilsing, Mirpurkhas.",Misc,Sindhi,https://lib.sindh.org/download/3355,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/64a3c0378c613.png
6071,Hari Jo Har,ھري جو ھار,Wadhumal Gangaram,واڌومل گنگارام,1936,"Diwan Wadhumal Gangaram, Hyderabad.",Misc,Sindhi,https://lib.sindh.org/download/3354,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/64a3be5455ace.png
6072,Narsee Bhagat Jee Handi,نرسي ڀڳت جي ھنڊي,Bheta Prem,ڀيٽا پريم,1941,"Ramchand Tuljaram, Hyderabad.",Poetry,Sindhi,https://lib.sindh.org/download/3353,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/64a3bd051dff8.png
6073,Maha Shivratri !,مھا شوراتڙي !,Mantri Jethanand,منتري ڄيٺانند,1940,"Mahashiya Jethanand Partimal Aria, Larkana.",Religion,Sindhi,https://lib.sindh.org/download/3352,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/64a3bb021dff1.png
6074,"Gaur Vani (Raag Kanra, Raag Kaliyaan, Raag Parbhati Ain Raag Jaijawanti)",گور واڻي (راڳ ڪانڙا، راڳہ ڪليان، راڳہ پرڀاتي ۽ راڳہ جئجاونتي),Advani,آڏواڻي,1943,"Gur Sangat, Hyderabad.",Religion,Sindhi,https://lib.sindh.org/download/3351,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/64a3b873be918.png
6075,Gaur Vani (Raag Sarag Vol. 2 Ain Raag Malar),گور واڻي (راڳ سارگ ڀاڱو ٻيو ۽ راڳہ ملار),Advani,آڏواڻي,1942,"Gur Sangat, Hyderabad.",Religion,Sindhi,https://lib.sindh.org/download/3350,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/64a3b748a274d.png
6076,"Gaur Vani (Raag Aasa, Vol. 3)",گور واڻي (راڳ آسا ڀاڱو ٽيون),Advani,آڏواڻي,1929,"Gur Sangat, Hyderabad.",Religion,Sindhi,https://lib.sindh.org/download/3349,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/64a3b650dcf4c.png
6077,"Gaur Vani (Raag Gauri, Vol. 3)",گور واڻي (راڳ گؤڙي ڀاڱو ٽيون),Advani,آڏواڻي,1925,"Gur Sangat, Hyderabad.",Religion,Sindhi,https://lib.sindh.org/download/3348,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/64a3b5c16389d.png
6078,Gaur Vani (Raag Manjh),گور واڻي (راڳ مانجهہ),Advani,آڏواڻي,1922,"Gur Sangat, Hyderabad.",Religion,Sindhi,https://lib.sindh.org/download/3347,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/64a3b4e69a33f.png
6079,Toheed Monthly (1940 September),ماھوار توحيد (1940 سيپٽمبر),Din Muhammad Wafai,دين محمد وفائي,1940,"Din Muhammad Wafai, Karachi.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/3346,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/649aab27e526d.png
6080,Toheed Monthly (1939 January),ماھوار توحيد (1939 جنوري),Din Muhammad Wafai,دين محمد وفائي,1939,"Din Muhammad Wafai, Karachi.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/3345,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/649aaa8ab6efd.png
6081,Toheed Monthly (1938 September),ماھوار توحيد (1938 سيپٽمبر),Din Muhammad Wafai,دين محمد وفائي,1938,"Din Muhammad Wafai, Karachi.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/3344,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/649aa9737671a.png
6082,Toheed Monthly (1938 December),ماھوار توحيد (1938 ڊسمبر),Din Muhammad Wafai,دين محمد وفائي,1938,"Din Muhammad Wafai, Karachi.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/3343,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6499fdd9e9e11.png
6083,Toheed Monthly (1938 July),ماھوار توحيد (1938 جولاء),Din Muhammad Wafai,دين محمد وفائي,1938,"Din Muhammad Wafai, Karachi.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/3342,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6499fd418fb26.png
6084,Nat Neem Ain Shashthachar,نت نيم ۽ ششٺاچار,Maharaj Govardhan Sharma,مھاراج گوورڌن شرما,1935,"Shri Priyatam Dharam Sabha, Karachi.",Religion,Sindhi,https://lib.sindh.org/download/3341,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6499fb6379c2d.png
6085,Narayan Kavuch,نارائڻ ڪوچ,Swami kalachand Sahib,سوامي ڪلاچند صاحب,1941,"Thanwardas Tejumal Advani, Hyderabad.",Religion,Sindhi,https://lib.sindh.org/download/3340,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6499f9cde6d6b.png
6086,Mahan Parab,مھان پرٻ,Nandlal Pribhulal Chhachhro,نندلعل پرڀولعل ڇاڇرو,1955,"Nandlal Pribhulal Chhachhro, Hyderabad.",Religion,Sindhi,https://lib.sindh.org/download/3339,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6499f84c99244.png
6087,Madah Sri Guru Nanak Dev Jee Ain Hazary De Shabd,مداح سري گورو نانڪ ديو جن جي ۽ ھزاري دي شبد,Ram Lokumal Wadhwani,رام لوڪومل واڌواڻي,1937,"Ram Lokumal Wadhwani, Hyderabad.",Religion,Sindhi,https://lib.sindh.org/download/3338,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6499f6b89d12b.png
6088,Mukti Marag,مڪتي مارگہ,Unknown,اڻڄاتل,1938,"Miss D. Langdale Smith, Karachi.",Religion,Sindhi,https://lib.sindh.org/download/3337,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6499f54c31d47.png
6089,"Shareeat Monthly (Vol. 9, No. 1-4, 1981)",ماھنامه شريعت (جلد 9، شمارو 4-1، 1981),Abdul Wahab Chachar,عبدالوھاب چاچڙ,1981,"Abdul Wahab Chachar, Sukkur.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/3336,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6499f45f19f0d.png
6090,Quwat ul Ashiqeen,قوت العاشقين (مٺي مرسل ﷺ جا معجزا),Makhdoom Muhammad Hashim Thattvi,مخدوم محمد ھاشم ٺٽوي,1998,"Mehran Academy, Shikarpur.",Religion,Sindhi,https://lib.sindh.org/download/3335,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6499f00584896.png
6091,Behno Se Khitab,بہنوں سے خطاب,Muhammad Tariq Jameel,محمد طارق جمیل,Unknown,"Al Khair Books, Lahore.",Religion,Urdu,https://lib.sindh.org/download/3334,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6499ee0cee25e.png
6092,Ikhlaaq Namoo (Baran Lae),اخلاق نامو (ٻارن لاءِ),Muhammad Rafee,محمد رفيع,2014,"Roshni Publication, Kandiaro.",Children's Literature,Sindhi,https://lib.sindh.org/download/3333,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6499ec9d1debb.png
6093,Sometimes (Poetry),سمٽائمس (پوئٽري),Waheed Jatoi,وحيد جتوئي,2015,"Kanwal Publication, Kamber.",Poetry,English,https://lib.sindh.org/download/3332,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6499eafa69721.png
6094,"Monthly Naeen Zindagi (Vol. 23, No. 3, 1970)",ماھوار نئين زندگي (جلد 23، نمبر 3، 1970),Shamsher Al Hyderi,شمشير الحيدري,1970,"Pakistan Publications, Karachi.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/3331,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6498ac1d04957.png
6095,"Monthly Naeen Zindagi (Vol. 23, No. 2, 1970)",ماھوار نئين زندگي (جلد 23 ، نمبر 2، 1970),Shamsher Al Hyderi,شمشير الحيدري,1970,"Pakistan Publications, Karachi.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/3330,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6498abaa2ca80.png
6096,"Monthly Naeen Zindagi (Vol. 20, No. 4, 1967)",ماھوار نئين زندگي (جلد 20، نمبر 4، 1967),Shamsher Al Hyderi,شمشير الحيدري,1967,"Pakistan Publications, Karachi.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/3329,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6498aafae32db.png
6097,"Monthly Naeen Zindagi (Vol. 20, No. 3, 1967)",ماھوار نئين زندگي (جلد 20، نمبر 3، 1967),Shamsher Al Hyderi,شمشير الحيدري,1967,"Pakistan Publications, Karachi.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/3328,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6498aa92d4309.png
6098,"Monthly Naeen Zindagi (Vol. 20, No. 2, 1967)",ماھوار نئين زندگي (جلد 20، نمبر 2، 1967),Shamsher Al Hyderi,شمشير الحيدري,1967,"Pakistan Publications, Karachi.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/3327,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6498aa0cc8b5b.png
6099,"Monthly Naeen Zindagi (Vol. 20, No. 1, 1967)",ماھوار نئين زندگي (جلد 20، نمبر 1، 1967),Shamsher Al Hyderi,شمشير الحيدري,1967,"Pakistan Publications, Karachi.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/3326,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6498a99e87608.png
6100,"Mehran Quarterly (Vol. 37, No. 4, 1988)",ٽماھي مھراڻ (جلد 37، نمبر 4، 1988),Dr. Abdul Karim Sandeelo,ڊاڪٽر عبدالڪريم سنديلو,1988,"Sindhi Adabi Board, Jamshoro.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/3325,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6498a7b40c4c9.png
6101,"Mehran Quarterly (Vol. 37, No. 3, 1988)",ٽماھي مھراڻ (جلد 37، نمبر 3، 1988),Dr. Abdul Karim Sandeelo,ڊاڪٽر عبدالڪريم سنديلو,1988,"Sindhi Adabi Board, Jamshoro.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/3324,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6498a73bc67e7.png
6102,"Mehran Quarterly (Vol. 37, No. 1-2, 1988)",ٽماھي مھراڻ (جلد 37، نمبر 1-2، 1988),Dr. Abdul Karim Sandeelo,ڊاڪٽر عبدالڪريم سنديلو,1988,"Sindhi Adabi Board, Jamshoro.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/3323,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6498a6c493cbf.png
6103,"Mehran Quarterly (Vol. 34, No. 4, 1985)",ٽماھي مھراڻ (جلد 34، نمبر 4، 1985),Nafees Ahmed Shaikh,نفيس احمد شيخ,1985,"Sindhi Adabi Board, Jamshoro.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/3322,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6498a5c8cfec5.png
6104,"Mehran Quarterly (Vol. 70, No. 1, 2020)",ٽماھي مھراڻ (جلد 70، نمبر 1، 2020),Samina Memon,ثمينہ ميمڻ,2020,"Sindhi Adabi Board, Jamshoro.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/3321,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6498a324bcc56.png
6105,"Mehran Quarterly (Vol. 67, No. 4, 2017)",ٽماھي مھراڻ (جلد 67، نمبر 4، 2017),Samina Memon,ثمينہ ميمڻ,2017,"Sindhi Adabi Board, Jamshoro.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/3320,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6498a2820313b.png
6106,"Mehran Quarterly (Vol. 67, No. 2-3, 2017)",ٽماھي مھراڻ (جلد 67، نمبر 2-3، 2017),Samina Memon,ثمينہ ميمڻ,2017,"Sindhi Adabi Board, Jamshoro.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/3319,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6498a22728e33.png
6107,"Mehran Quarterly (Vol. 44, No. 4, 1995)",ٽماھي مھراڻ (جلد 44، نمبر 4، 1995),Nafees Ahmed Shaikh,نفيس احمد شيخ,1995,"Sindhi Adabi Board, Jamshoro.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/3318,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6498a0f7b8618.png
6108,"Mehran Quarterly (Vol. 44, No. 3, 1995)",ٽماھي مھراڻ (جلد 44، نمبر 3، 1995),Nafees Ahmed Shaikh,نفيس احمد شيخ,1995,"Sindhi Adabi Board, Jamshoro.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/3317,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/64989f3dbf255.png
6109,"Mehran Quarterly (Vol. 44, No. 2, 1995)",ٽماھي مھراڻ (جلد 44، نمبر 2، 1995),Nafees Ahmed Shaikh,نفيس احمد شيخ,1995,"Sindhi Adabi Board, Jamshoro.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/3316,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/64989ee38cb95.png
6110,"Mehran Quarterly (Vol. 43, No. 3-4, 1994)",ٽماھي مھراڻ (جلد 43، نمبر 3-4، 1994),Nafees Ahmed Shaikh,نفيس احمد شيخ,1994,"Sindhi Adabi Board, Jamshoro.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/3315,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/64989deff1e84.png
6111,"Mehran Quarterly (Vol. 43, No. 1-2, 1994)",ٽماھي مھراڻ (جلد 43، نمبر 1-2، 1994),Nafees Ahmed Shaikh,نفيس احمد شيخ,1994,"Sindhi Adabi Board, Jamshoro.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/3314,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/64989d5ae3781.png
6112,"Mehran Quarterly (Vol. 41, No. 4, 1992)",ٽماھي مھراڻ (جلد 41، نمبر 4، 1992),Imdad Hussaini,امداد حسيني,1992,"Sindhi Adabi Board, Jamshoro.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/3313,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6496caa0dc256.png
6113,"Mehran Quarterly (Vol. 41, No. 3, 1992)",ٽماھي مھراڻ (جلد 41، نمبر 3، 1992),Imdad Hussaini,امداد حسيني,1992,"Sindhi Adabi Board, Jamshoro.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/3312,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6496c9e50f88a.png
6114,"Mehran Quarterly (Vol. 41, No. 1-2, 1992)",ٽماھي مھراڻ (جلد 41، نمبر 1-2، 1992),Imdad Hussaini,امداد حسيني,1992,"Sindhi Adabi Board, Jamshoro.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/3311,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6496c96eec518.png
6115,"Mehran Quarterly (Vol. 35, No. 4, 1986)",ٽماھي مھراڻ (جلد 35، نمبر 4، 1986),Nafees Ahmed Shaikh,نفيس احمد شيخ,1986,"Sindhi Adabi Board, Hyderabad.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/3310,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6496c861dc014.png
6116,"Mehran Quarterly (Vol. 35, No. 3, 1986)",ٽماھي مھراڻ (جلد 35، نمبر 3، 1986),Nafees Ahmed Shaikh,نفيس احمد شيخ,1986,"Sindhi Adabi Board, Hyderabad.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/3309,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6496c7d0d3eb6.png
6117,"Mehran Quarterly (Vol. 35, No. 2, 1986)",ٽماھي مھراڻ (جلد 35، نمبر 2، 1986),Nafees Ahmed Shaikh,نفيس احمد شيخ,1986,"Sindhi Adabi Board, Hyderabad.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/3308,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6496c74eef0f0.png
6118,"Mehran Quarterly (Vol. 14, No. 1-2, 1965)",ٽماھي مھراڻ (جلد 14، نمبر 1-2، 1965),Ghulam Muhammad Girami,غلام محمد گرامي,1965,"Sindhi Adabi Board, Hyderabad.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/3307,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6496c672c6e1f.png
6119,"Mehran Quarterly (Vol. 12, No. 3-4, 1963)",ٽماھي مھراڻ (جلد 12، نمبر 3-4، 1963),Ghulam Muhammad Girami,غلام محمد گرامي,1963,"Sindhi Adabi Board, Hyderabad.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/3306,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6496c59d3f9f4.png
6120,Naeen Siyasi Soch,نئين سياسي سوچ,Rochi Ram,روچي رام,2012,"Sindh United Party, Hyderabad.",Politics,Sindhi,https://lib.sindh.org/download/3305,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6496b62ddfb45.png
6121,Moula Bukhsh Soomro: Mudabir Siyasatdan,مولا بخش سومرو: مدبر سياستدان,Khadim Hussain Soomro,خادم حسين سومرو,2021,"Saien Publication, Sehwan Sharif.",Autobiography / Biography,Sindhi,https://lib.sindh.org/download/3304,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6496b44e076fd.png
